,t,Flux,Flux_error
74,1491.739870879187,108185.58,38.308067
75,1491.7412598052158,108141.26,38.310066
76,1491.74264873171,108283.69,38.32482
77,1491.7440376577385,108307.516,38.332535
78,1491.745426583768,108329.664,38.349915
79,1491.7468155102622,108430.15,38.348907
80,1491.7482044362903,108388.59,38.36124
81,1491.7495933623197,108493.0,38.329098
82,1491.7509822888146,108547.55,38.36494
83,1491.7523712148425,108661.89,38.37101
84,1491.7537601408712,108643.9,38.394474
85,1491.7551490673661,108628.54,38.366974
86,1491.7565379933949,108803.16,38.39997
87,1491.7579269194237,108808.555,38.3973
88,1491.7593158459179,108963.71,38.426537
89,1491.7607047719464,108917.414,38.39715
90,1491.7620936979758,108892.75,38.42182
91,1491.7634826240044,109000.49,38.418484
92,1491.7648715504981,109191.94,38.454716
93,1491.7662604765267,109178.03,38.45047
94,1491.7676494025561,109117.516,38.45244
95,1491.7690383285847,109228.3,38.449005
96,1491.770427255079,109277.88,38.46457
97,1491.7718161811079,109196.914,38.45376
98,1491.7732051071364,109339.12,38.475433
99,1491.7745940331658,109321.055,38.46675
100,1491.7759829591944,109419.71,38.48561
101,1491.7773718856881,109452.09,38.49416
102,1491.7787608117173,109537.266,38.49122
103,1491.7801497377466,109559.62,38.497444
104,1491.7815386637747,109751.125,38.520462
105,1491.7829275898032,109647.46,38.501568
106,1491.7843165162976,109682.37,38.53339
107,1491.7857054423264,109673.39,38.496284
108,1491.7870943683556,109844.42,38.53344
109,1491.7884832943844,109806.97,38.53187
110,1491.7898722204122,109923.25,38.56574
111,1491.7912611464417,109853.47,38.538395
112,1491.792650072471,109989.266,38.546047
113,1491.7940389989647,109998.99,38.54832
114,1491.7954279249932,110058.82,38.570053
115,1491.7968168510226,110112.78,38.59958
116,1491.7982057770512,110191.016,38.579594
117,1491.79959470308,110187.64,38.57165
118,1491.8009836291087,110124.336,38.57114
119,1491.8023725551373,110356.5,38.611576
120,1491.8037614811667,110297.4,38.603493
121,1491.8051504071952,110369.836,38.609383
122,1491.8065393332233,110260.2,38.59112
123,1491.8079282592519,110403.33,38.61682
124,1491.8093171852813,110483.805,38.62656
125,1491.8107061113099,110524.45,38.629154
126,1491.8120950373384,110596.26,38.645527
127,1491.8134839633672,110650.73,38.645905
128,1491.814872889396,110684.34,38.645237
129,1491.8162618154252,110683.836,38.649273
130,1491.817650741454,110573.555,38.639168
131,1491.8190396674818,110787.016,38.641598
132,1491.820428593511,110664.695,38.637062
133,1491.8218175195404,110589.2,38.62898
134,1491.8232064455685,110761.164,38.65863
135,1491.824595371597,110817.68,38.64539
136,1491.8259842976265,110709.96,38.633076
137,1491.827373223655,110798.336,38.66365
138,1491.8287621496836,110795.0,38.65845
139,1491.8301510757124,110918.18,38.654205
140,1491.8315400017402,110914.586,38.658134
141,1491.8329289277697,111034.41,38.671524
142,1491.8343178537991,110988.11,38.672504
143,1491.835706779827,110900.516,38.652973
144,1491.83709570539,110970.516,38.672497
145,1491.8384846314193,111047.36,38.692085
146,1491.839873557448,111015.445,38.68256
147,1491.8412624834766,111160.53,38.693348
148,1491.8426514095052,111079.375,38.686924
149,1491.844040335534,111038.35,38.67943
150,1491.8454292615631,111146.46,38.687336
151,1491.8468181871262,111191.18,38.708954
152,1491.848207113154,111171.43,38.696354
153,1491.8495960391829,111180.86,38.69181
154,1491.850984965212,111220.02,38.703735
155,1491.8523738912409,111307.984,38.710804
156,1491.8537628172696,111351.664,38.71218
157,1491.8551517428325,111361.4,38.715645
158,1491.856540668862,111417.38,38.717556
159,1491.8579295948912,111393.21,38.72748
160,1491.859318520919,111425.97,38.727886
161,1491.8607074464821,111450.62,38.73011
162,1491.8620963725114,111575.34,38.750072
163,1491.8634852985401,111552.945,38.729607
164,1491.864874224569,111556.195,38.745186
165,1491.8662631501318,111626.1,38.74876
166,1491.8676520761603,111453.67,38.73124
167,1491.8690410021898,111711.64,38.744835
168,1491.8704299277526,111629.984,38.75843
169,1491.8718188537807,111670.63,38.764423
170,1491.8732077798093,111740.086,38.77252
171,1491.8745967058387,111740.93,38.73545
172,1491.8759856314016,111836.805,38.772186
173,1491.8773745574304,111779.805,38.758125
174,1491.8787634829935,111766.5,38.74908
175,1491.880152409022,111589.68,38.73505
176,1491.8815413350515,111695.75,38.744026
177,1491.8829302606143,111602.07,38.731724
178,1491.8843191866424,111635.77,38.720703
179,1491.8857081126716,111693.42,38.742683
180,1491.8870970382352,111636.92,38.733234
181,1491.8884859642633,111622.76,38.739117
182,1491.8898748898262,111621.734,38.727463
183,1491.8912638158556,111644.875,38.731102
184,1491.8926527418841,111484.66,38.718086
185,1491.8940416674473,111596.445,38.71605
186,1491.895430593476,111424.25,38.69335
187,1491.8968195190382,111437.77,38.695812
188,1491.8982084450674,111315.63,38.667492
189,1491.8995973706312,111509.59,38.69484
190,1491.9009862966593,111352.52,38.688232
191,1491.9023752222222,111444.9,38.693897
192,1491.9037641482516,111171.36,38.662777
193,1491.9051530738145,111314.72,38.649815
194,1491.906541999843,111174.695,38.653805
195,1491.9079309254062,111251.52,38.643917
196,1491.909319851435,111241.805,38.651493
197,1491.9107087769985,111194.23,38.648228
198,1491.9120977030273,111103.7,38.636826
199,1491.9134866285895,111181.27,38.64313
200,1491.9148755541532,110951.125,38.612038
201,1491.9162644801825,111053.164,38.61488
202,1491.9176534057449,111023.82,38.624542
203,1491.9190423317734,111089.07,38.612705
204,1491.9204312573363,110906.55,38.582813
205,1491.921820183365,110863.375,38.578026
206,1491.9232091089289,110919.08,38.602386
207,1491.924598034492,110857.87,38.597008
208,1491.9259869605196,110871.91,38.587994
209,1491.9273758860834,110890.33,38.589867
210,1491.9287648116472,110816.99,38.575768
211,1491.9301537376753,110674.99,38.556904
212,1491.9315426632381,110780.03,38.569435
213,1491.932931588802,110713.77,38.56305
214,1491.9343205148305,110711.26,38.562996
215,1491.9357094403933,110769.164,38.56498
216,1491.9370983659564,110641.34,38.53909
217,1491.9384872919843,110661.74,38.544537
218,1491.939876217548,110569.195,38.541958
219,1491.9412651431119,110685.805,38.53564
220,1491.942654068674,110575.27,38.533394
221,1491.9440429947028,110558.86,38.530243
222,1491.9454319202664,110586.87,38.530537
223,1491.9468208458295,110471.99,38.51757
224,1491.9482097713924,110348.125,38.498135
225,1491.949598697421,110484.66,38.510662
226,1491.950987622984,110446.055,38.50209
227,1491.9523765485476,110381.43,38.50268
228,1491.9537654741107,110326.01,38.501236
229,1491.955154399673,110306.37,38.48135
230,1491.9565433252367,110135.74,38.455967
231,1491.9579322512661,110105.26,38.44756
232,1491.9593211768283,110092.71,38.44533
233,1491.9607101023914,110047.55,38.437214
234,1491.9620990279543,110002.27,38.4345
235,1491.9634879535172,109932.7,38.414726
236,1491.964876879081,109840.14,38.411026
237,1491.9662658046439,109819.984,38.404152
238,1491.967654730672,109721.78,38.392338
239,1491.9690436562357,109798.484,38.39203
240,1491.9704325817993,109735.75,38.37718
241,1491.9718215073615,109635.46,38.353672
242,1491.9732104329246,109637.2,38.372486
243,1491.9745993584881,109526.52,38.35047
244,1491.9759882840513,109524.99,38.354595
245,1491.9773772096144,109504.26,38.34778
246,1491.9787661351772,109425.42,38.33377
247,1491.9801550607401,109333.445,38.325096
248,1491.981543986304,109256.64,38.310978
249,1491.9829329118668,109382.31,38.332844
250,1491.9843218374292,109275.21,38.309597
251,1491.985710762992,109300.234,38.311794
252,1491.9870996885559,109177.83,38.292904
253,1491.9884886141188,109150.945,38.292747
254,1491.9898775396819,109182.484,38.287735
255,1491.991266465245,109131.68,38.29199
256,1491.9926553908078,109076.49,38.28144
257,1491.9940443163716,109075.79,38.282032
258,1491.9954332419345,109110.37,38.290367
259,1491.9968221674974,109014.75,38.259327
260,1491.9982110925955,109018.93,38.288357
261,1491.9996000181584,109039.664,38.27251
262,1492.0009889437215,108996.69,38.2631
263,1492.0023778692846,109011.61,38.26727
264,1492.0037667948468,108859.4,38.25701
265,1492.0051557204104,108827.01,38.243423
266,1492.0065446459741,108938.74,38.24461
267,1492.0079335715366,108964.51,38.245064
268,1492.0093224966338,108932.16,38.25613
269,1492.0107114221976,108888.66,38.24822
270,1492.0121003477605,108917.08,38.255054
271,1492.0134892733233,108904.43,38.26126
272,1492.0148781988864,108897.336,38.247803
273,1492.0162671239839,108901.586,38.251343
274,1492.0176560495474,108862.07,38.23086
275,1492.0190449751105,108847.18,38.241306
276,1492.0204339006727,108906.58,38.243546
277,1492.0218228257706,108834.87,38.24311
278,1492.0232117513344,108857.35,38.24652
279,1492.0246006768969,108811.1,38.23963
280,1492.0259896024597,108812.57,38.222015
281,1492.027378527557,108692.195,38.217075
282,1492.02876745312,108859.68,38.23793
283,1492.0301563786836,108768.195,38.22382
284,1492.031545303781,108679.36,38.225014
285,1492.0329342293433,108754.6,38.227234
286,1492.034323154907,108626.76,38.216324
287,1492.0357120800052,108593.61,38.197342
288,1492.0371010055674,108594.95,38.201065
289,1492.0384899311305,108615.42,38.210182
290,1492.0398788562284,108636.64,38.202114
291,1492.0412677817915,108555.49,38.193085
292,1492.0426567068887,108700.99,38.220165
293,1492.0440456324516,108675.414,38.200397
294,1492.0454345580147,108665.17,38.20803
295,1492.0468234831128,108518.61,38.177418
296,1492.048212408676,108416.57,38.174236
297,1492.0496013337722,108509.41,38.185783
298,1492.0509902593353,108370.93,38.16888
299,1492.0523791844334,108521.67,38.1837
300,1492.0537681099966,108355.76,38.171734
301,1492.0551570350938,108383.945,38.1515
302,1492.0565459606566,108406.375,38.160774
303,1492.057934885754,108379.52,38.151783
304,1492.0593238113177,108482.21,38.178154
305,1492.060712736415,108438.984,38.180454
306,1492.0621016619773,108445.664,38.16944
307,1492.0634905870754,108432.87,38.164288
308,1492.0648795126392,108484.766,38.176517
309,1492.0662684377357,108492.5,38.18329
310,1492.0676573632988,108542.36,38.181564
311,1492.069046288396,108656.695,38.198345
312,1492.0704352134933,108624.21,38.198128
313,1492.071824139057,108741.234,38.226227
314,1492.0732130641543,108648.22,38.19679
315,1492.0746019897167,108926.34,38.239372
316,1492.0759909148148,108846.57,38.222683
317,1492.0773798399127,108784.945,38.22437
318,1492.078768765475,108820.38,38.24629
319,1492.0801576905724,109131.49,38.275887
320,1492.0815466156703,108879.22,38.23956
321,1492.0829355412334,108995.24,38.26761
322,1492.0843244663308,108937.7,38.257156
323,1492.085713391428,109037.36,38.262188
324,1492.087102316991,109319.0,38.287014
325,1492.088491242089,109110.53,38.284657
326,1492.0898801671863,109139.93,38.28217
327,1492.091269092283,109182.26,38.29496
328,1492.092658017846,109259.07,38.301846
329,1492.094046942944,109179.84,38.292942
330,1492.0954358680412,109384.41,38.324326
331,1492.0968247931387,109184.0,38.27684
332,1492.0982137187018,109257.836,38.293594
333,1492.099602643799,109211.46,38.294594
334,1492.1009915688971,109252.92,38.302826
335,1492.1023804939944,109344.05,38.31854
336,1492.1037694190911,109429.695,38.336517
337,1492.1051583446547,109453.086,38.33686
338,1492.1065472697526,109526.586,38.341873
339,1492.1079361948493,109471.625,38.33467
340,1492.1093251199466,109455.8,38.334553
341,1492.1107140450447,109553.67,38.36108
342,1492.112102970142,109574.586,38.35228
343,1492.1134918952393,109488.38,38.32914
344,1492.1148808203368,109450.34,38.341496
345,1492.1162697454333,109588.36,38.35902
346,1492.117658670997,109418.87,38.327606
347,1492.119047596095,109521.61,38.3462
348,1492.1204365211918,109572.02,38.35404
349,1492.121825446289,109622.99,38.362083
350,1492.1232143713871,109577.086,38.35034
351,1492.1246032964843,109657.67,38.363163
352,1492.1259922215816,109581.73,38.36717
353,1492.127381146679,109632.836,38.339363
354,1492.1287700717764,109652.19,38.360664
355,1492.1301589968743,109768.59,38.36541
356,1492.1315479219718,109612.836,38.375763
357,1492.1329368470683,109711.05,38.374863
358,1492.1343257721658,109685.11,38.372208
359,1492.1357146972637,109784.98,38.3806
360,1492.137103622361,109737.984,38.373093
361,1492.1384925474583,109852.63,38.405773
362,1492.1398814720899,109832.79,38.40441
363,1492.141270397188,109896.75,38.415543
364,1492.1426593222861,109926.516,38.393745
365,1492.1440482473827,109884.19,38.414524
366,1492.1454371724801,110116.11,38.447628
367,1492.146826097578,110036.26,38.423428
368,1492.1482150226755,110093.59,38.433727
369,1492.1496039477727,110130.79,38.444706
370,1492.1509928724042,110053.62,38.439533
371,1492.1523817975017,110186.734,38.45506
372,1492.1537707225996,110056.375,38.435772
373,1492.155159647697,110109.93,38.43694
374,1492.1565485727936,110248.85,38.465805
375,1492.1579374974253,110222.91,38.461906
376,1492.1593264225232,110341.97,38.473995
377,1492.1607153476207,110220.06,38.458153
378,1492.1621042727181,110191.28,38.45773
379,1492.1634931978153,110222.4,38.457058
380,1492.164882122447,110076.8,38.443123
381,1492.166271047545,110244.33,38.48104
382,1492.1676599726425,110197.98,38.457375
383,1492.1690488972733,110225.75,38.451523
384,1492.1704378223715,110422.58,38.49177
385,1492.1718267474696,110322.15,38.483295
386,1492.1732156721005,110332.164,38.48233
387,1492.174604597198,110342.07,38.496258
388,1492.1759935222958,110435.86,38.491714
389,1492.1773824469276,110413.164,38.481194
390,1492.1787713720248,110276.22,38.469864
391,1492.180160297122,110483.53,38.48332
392,1492.1815492217531,110454.16,38.486298
393,1492.1829381468513,110484.625,38.505222
394,1492.1843270719492,110431.695,38.48712
395,1492.18571599658,110592.15,38.497326
396,1492.1871049216775,110559.016,38.509323
397,1492.1884938463097,110479.73,38.49781
398,1492.1898827714072,110528.65,38.519234
399,1492.191271696039,110566.53,38.51118
400,1492.1926606211362,110550.96,38.520382
401,1492.1940495457677,110511.74,38.512344
402,1492.1954384708658,110571.42,38.510532
403,1492.1968273954974,110480.29,38.499023
404,1492.1982163205942,110551.51,38.5072
405,1492.1996052452257,110500.36,38.51758
406,1492.2009941703238,110575.33,38.507458
407,1492.2023830949554,110506.62,38.503887
408,1492.2037720200528,110543.39,38.51982
409,1492.2051609446846,110578.305,38.501507
410,1492.2065498697818,110496.56,38.503548
411,1492.2079387944143,110405.7,38.477306
412,1492.2093277195115,110331.805,38.480255
413,1492.2107166441426,110495.516,38.50459
414,1492.2121055687749,110372.55,38.48068
415,1492.2134944938728,110431.13,38.50558
416,1492.2148834185039,110458.28,38.481922
417,1492.2162723431354,110397.39,38.486652
418,1492.2176612682335,110329.664,38.470562
419,1492.219050192865,110266.81,38.466965
420,1492.2204391174969,110360.805,38.47968
421,1492.2218280425943,110343.65,38.483276
422,1492.2232169672252,110426.1,38.493053
423,1492.2246058918574,110518.44,38.49644
424,1492.2259948169556,110344.234,38.48494
425,1492.2273837415867,110467.17,38.488297
426,1492.2287726662182,110392.55,38.468304
427,1492.2301615908507,110286.43,38.45813
428,1492.231550515948,110361.53,38.499546
429,1492.2329394405795,110386.93,38.469097
430,1492.2343283652112,110332.86,38.478237
431,1492.235717289843,110242.18,38.467358
432,1492.237106214941,110370.93,38.480396
433,1492.2384951395727,110334.47,38.487957
434,1492.2398840642036,110360.47,38.475628
435,1492.2412729888358,110360.01,38.48021
436,1492.2426619134683,110276.664,38.481567
437,1492.2440508380994,110249.8,38.4595
438,1492.2454397631966,110245.875,38.47224
439,1492.2468286878282,110412.836,38.483906
440,1492.24821761246,110302.664,38.46458
441,1492.2496065370922,110361.28,38.48606
442,1492.250995461724,110305.12,38.465633
443,1492.2523843863548,110223.59,38.45721
444,1492.2537733109873,110351.01,38.476776
445,1492.2551622356198,110178.484,38.438545
446,1492.2565511602506,110226.88,38.459583
447,1492.2579400848824,110210.11,38.461796
448,1492.2593290099803,110153.0,38.45131
449,1492.260717934612,110165.17,38.443325
450,1492.2621068592437,110258.32,38.45447
451,1492.2634957838752,110184.06,38.460094
452,1492.2648847085063,110283.16,38.47377
453,1492.2662736331388,110236.65,38.460938
454,1492.267662557771,110406.91,38.483875
455,1492.269051482402,110462.67,38.48864
456,1492.270440406568,110422.4,38.4801
457,1492.2718293312003,110398.766,38.479908
458,1492.273218255832,110412.41,38.473003
459,1492.2746071804638,110547.4,38.512108
460,1492.2759961050954,110471.3,38.4948
461,1492.277385029727,110429.39,38.495457
462,1492.2787739543594,110699.14,38.517654
463,1492.280162878991,110624.85,38.516304
464,1492.281551803622,110725.664,38.528572
465,1492.2829407282545,110768.29,38.56083
466,1492.2843296524213,110859.38,38.539757
467,1492.285718577052,110930.04,38.55147
468,1492.2871075016837,110878.98,38.552975
469,1492.2884964263155,110915.74,38.54863
470,1492.2898853509478,111000.54,38.575687
471,1492.2912742755802,110862.19,38.56283
472,1492.2926631997454,111118.24,38.596073
473,1492.2940521243772,110958.555,38.579224
474,1492.2954410490095,111063.65,38.574688
475,1492.2968299736413,111074.484,38.61262
476,1492.2982188978074,110989.055,38.583694
477,1492.299607822439,111026.8,38.58376
478,1492.3009967470705,111036.32,38.586998
479,1492.302385671703,111028.63,38.594917
480,1492.3037745958688,111086.25,38.59935
481,1492.3051635205,111100.72,38.601562
482,1492.3065524451324,111120.77,38.605835
483,1492.307941369299,111073.93,38.588547
484,1492.3093302939299,111172.27,38.595955
485,1492.3107192185616,111110.71,38.60493
486,1492.3121081427278,111040.195,38.587822
487,1492.3134970673593,111136.53,38.606857
488,1492.3148859919918,111237.945,38.6192
489,1492.3162749161577,111250.664,38.620594
490,1492.3176638407888,111200.28,38.6162
491,1492.3190527649554,111221.19,38.602657
492,1492.3204416895876,111258.35,38.624146
493,1492.3218306142187,111354.03,38.636658
494,1492.3232195383846,111365.77,38.634895
495,1492.324608463017,111364.91,38.6376
496,1492.325997387183,111453.09,38.65706
497,1492.3273863118147,111472.914,38.645252
498,1492.3287752359809,111629.98,38.659695
499,1492.3301641606117,111685.85,38.688812
500,1492.3315530847783,111600.55,38.676975
501,1492.3329420094108,111731.164,38.688065
502,1492.3343309335762,111691.21,38.696617
503,1492.3357198582078,111810.914,38.705887
504,1492.3371087823746,111812.5,38.70953
505,1492.3384977070061,111929.46,38.73098
506,1492.339886631172,111964.65,38.717102
507,1492.3412755553381,112036.92,38.748085
508,1492.34266447997,112063.86,38.756767
509,1492.3440534041365,112056.82,38.747936
510,1492.3454423287683,112232.64,38.767937
511,1492.3468312529335,112168.93,38.76032
512,1492.3482201771,112180.32,38.77265
513,1492.3496091017325,112161.98,38.770634
514,1492.350998025898,112326.92,38.7658
515,1492.3523869500639,112329.92,38.79075
516,1492.3537758746954,112263.01,38.783928
517,1492.3551647988616,112313.86,38.79627
518,1492.3565537230281,112353.67,38.792408
519,1492.35794264766,112462.375,38.804214
520,1492.3593315718251,112447.11,38.8144
521,1492.360720495992,112502.734,38.82642
522,1492.3621094206244,112543.26,38.82741
523,1492.3634983447896,112588.52,38.834927
524,1492.3648872689557,112741.91,38.867504
525,1492.3662761931223,112634.69,38.838852
526,1492.3676651172884,112620.875,38.846462
527,1492.36905404192,112649.75,38.845726
528,1492.3704429660859,112702.914,38.851803
529,1492.371831890252,112779.195,38.869484
530,1492.3732208144186,112848.98,38.869534
531,1492.3746097385847,112816.81,38.870575
532,1492.3759986632156,112829.84,38.877792
533,1492.3773875873817,112920.57,38.886448
534,1492.3787765115483,112904.85,38.881695
535,1492.3801654357144,113042.84,38.873375
536,1492.3815543598805,113007.19,38.89953
537,1492.3829432840464,113033.52,38.90277
538,1492.3843322082123,112900.6,38.89765
539,1492.385721132379,112931.29,38.888496
540,1492.387110056545,113036.34,38.881367
541,1492.388498981176,112963.19,38.872517
542,1492.389887905343,112845.12,38.883827
543,1492.3912768295095,112811.57,38.858192
544,1492.3926657536747,112678.89,38.85042
545,1492.3940546778408,112653.27,38.861088
546,1492.395443602007,112763.586,38.84653
547,1492.3968325261728,112675.02,38.857903
548,1492.3982214503396,112648.66,38.840412
549,1492.3996103745055,112551.96,38.843433
550,1492.400999298671,112685.87,38.836586
551,1492.4023882228375,112505.13,38.821613
552,1492.4037771470041,112544.45,38.840065
553,1492.405166070704,112520.23,38.82073
554,1492.4065549948698,112580.7,38.815674
555,1492.4079439190366,112535.305,38.82277
556,1492.4093328432025,112417.0,38.81204
557,1492.4107217673686,112430.336,38.796524
558,1492.4121106915347,112472.88,38.825493
559,1492.4134996157006,112455.734,38.805126
560,1492.4148885398674,112408.625,38.804638
561,1492.4162774640333,112399.21,38.805046
562,1492.417666387733,112451.12,38.816322
563,1492.419055311899,112377.85,38.797394
564,1492.4204442360658,112409.77,38.789238
565,1492.4218331602317,112623.35,38.841087
566,1492.4232220843978,112563.31,38.82755
567,1492.4246110080983,112454.47,38.811447
568,1492.4259999322642,112486.59,38.812523
569,1492.427388856431,112516.78,38.8218
570,1492.4287777805969,112499.91,38.824276
571,1492.4301667042967,112398.69,38.804096
572,1492.4315556284632,112497.39,38.819126
573,1492.4329445526298,112458.43,38.814884
574,1492.4343334767952,112383.305,38.787575
575,1492.4357224004955,112528.305,38.79895
576,1492.4371113246623,112528.82,38.810913
577,1492.4385002488282,112411.09,38.823658
578,1492.4398891725286,112436.08,38.804913
579,1492.4412780966948,112392.95,38.80315
580,1492.4426670208607,112510.01,38.812088
581,1492.4440559445618,112408.21,38.802696
582,1492.4454448687277,112413.41,38.792397
583,1492.4468337928936,112336.26,38.79447
584,1492.448222716594,112365.57,38.79276
585,1492.4496116407602,112258.34,38.77541
586,1492.451000564461,112169.21,38.76523
587,1492.4523894886272,112210.85,38.77716
588,1492.4537784123268,112259.1,38.77803
589,1492.4551673364933,112236.9,38.741222
590,1492.4565562606601,112081.64,38.748512
591,1492.45794518436,112064.234,38.73842
592,1492.4593341085258,111972.33,38.73524
593,1492.460723032226,112065.414,38.752655
594,1492.4621119563922,111924.38,38.726063
595,1492.463500880093,111836.54,38.71759
596,1492.4648898042592,111914.2,38.713306
597,1492.4662787279588,111705.305,38.696136
598,1492.4676676521256,111548.15,38.67493
599,1492.4690565758267,111624.21,38.673904
600,1492.4704454995262,111579.74,38.656628
601,1492.4718344236924,111539.375,38.66527
602,1492.4732233473933,111392.05,38.616356
603,1492.4746122715594,111324.03,38.63106
604,1492.4760011952596,111331.8,38.62323
605,1492.4773901189599,111321.05,38.630783
606,1492.478779043126,111149.734,38.59767
607,1492.480167966827,111106.08,38.604996
608,1492.4815568905274,111005.5,38.569378
609,1492.4829458146926,110933.24,38.577625
610,1492.484334738393,110880.164,38.55158
611,1492.485723662094,110835.41,38.55006
612,1492.48711258626,110706.94,38.541576
613,1492.4885015099605,110736.68,38.531326
614,1492.4898904336608,110556.555,38.50819
615,1492.4912793578267,110569.63,38.51086
616,1492.4926682815278,110531.61,38.502018
617,1492.494057205228,110406.8,38.475624
618,1492.4954461289278,110373.4,38.480297
619,1492.4968350530946,110298.914,38.463013
620,1492.4982239767955,110255.805,38.45867
621,1492.499612900495,110147.42,38.44548
622,1492.5010018241956,110089.77,38.438232
623,1492.5023907478965,110070.45,38.425396
624,1492.5037796720626,110061.1,38.44631
625,1492.505168595763,110006.25,38.420868
626,1492.5065575194633,109955.53,38.41492
627,1492.507946443163,109890.195,38.397728
628,1492.509335366864,109827.57,38.3962
629,1492.510724290565,109658.74,38.36405
630,1492.5121132142647,109790.94,38.360607
631,1492.513502137965,109636.766,38.362484
632,1492.5148910621317,109643.195,38.360588
633,1492.516279985832,109447.914,38.33493
634,1492.5176689095324,109560.375,38.343925
635,1492.5190578332329,109539.766,38.351414
636,1492.520446756933,109477.7,38.3411
637,1492.5218356806342,109380.77,38.31676
638,1492.5232246043345,109381.89,38.317112
639,1492.5246135280343,109441.45,38.323162
640,1492.5260024517345,109277.36,38.31823
641,1492.5273913754356,109263.34,38.268246
642,1492.5287802991359,109297.66,38.292095
643,1492.530169222836,109284.07,38.30792
644,1492.5315581465366,109302.164,38.29855
645,1492.532947070237,109380.23,38.31244
646,1492.534335993938,109176.78,38.29033
647,1492.5357249176384,109377.21,38.3107
648,1492.537113841338,109317.305,38.31371
649,1492.5385027645734,109426.99,38.330315
650,1492.5398916882743,109374.484,38.301395
651,1492.5412806119741,109577.086,38.320827
652,1492.5426695356743,109387.33,38.314125
653,1492.5440584593755,109457.44,38.327496
654,1492.5454473830757,109393.69,38.303333
655,1492.5468363067762,109529.74,38.357845
656,1492.548225230011,109577.39,38.336132
657,1492.5496141537103,109682.414,38.371094
658,1492.5510030774115,109653.58,38.36246
659,1492.5523920011126,109618.086,38.362785
660,1492.5537809248124,109759.35,38.34999
661,1492.555169848047,109622.625,38.354324
662,1492.556558771748,109561.9,38.35848
663,1492.5579476954483,109617.086,38.36812
664,1492.5593366191486,109868.33,38.397797
665,1492.5607255423834,109834.58,38.395508
666,1492.5621144660838,109844.23,38.393127
667,1492.5635033897847,109961.47,38.39752
668,1492.5648923134852,109933.92,38.416836
669,1492.566281236719,109868.76,38.393562
670,1492.56767016042,109887.05,38.40751
671,1492.5690590841211,109856.49,38.390087
