,x,y
231,1937.2500935774951,32581.285693838552
232,1937.2705251994848,24991.251512302024
233,1937.2909567213574,17483.099479880773
234,1937.3113884431077,13625.652374556263
235,1937.3318200648646,18630.302297942915
236,1937.3522515863879,26231.915475338275
237,1937.372683307789,33744.90114165051
238,1937.3931149291966,40264.171833598084
239,1937.4135465504878,45221.522385592674
240,1937.433978171539,47785.73726285921
241,1937.4544097925973,48114.53823276512
242,1937.47484151354,48197.24283269883
243,1937.4952730343575,48284.77408906851
244,1937.515704655183,48367.079293581104
245,1937.5361362757758,48449.516241065976
246,1937.5565678962448,48535.85124264486
247,1937.5769995167211,48550.41842082484
248,1937.597431137081,48648.22281443178
249,1937.6178627573172,48777.63246566705
250,1937.6382943774443,48839.71289013347
251,1937.6587260974484,48952.30048363876
252,1937.6791576173418,48980.85315539529
253,1937.699589237236,49056.737888415446
254,1937.7200209568982,49096.20848931024
255,1937.7404524765516,49141.15087823203
256,1937.7608841960973,49172.958634759634
257,1937.7813158155186,49194.67911915958
258,1937.80174733483,49242.94060191627
259,1937.8221790540265,49218.383740365665
260,1937.8426106731058,49189.09939417375
261,1937.863042192177,49150.309150132474
262,1937.8834739111408,49123.01276709801
263,1937.90390552998,49138.38365741393
264,1937.9243370487093,49126.39377474434
265,1937.9447687673237,49099.41562032432
266,1937.96520038593,49048.18076163184
267,1937.985632004311,49019.171639484295
268,1938.0060636226917,49023.08868376518
269,1938.0264952409489,48965.68030677724
270,1938.0469269590976,48611.52834939293
271,1938.0673584771284,48093.23119876775
272,1938.0877900951527,47391.51264532886
273,1938.1082218129523,46632.67226301458
274,1938.128653430751,45998.63164900578
275,1938.1490849484253,45618.00237046128
276,1938.169516665992,46034.43486144614
277,1938.189948283558,46741.54242257392
278,1938.210379800883,47476.091191172454
279,1938.2308115182168,48098.00509560453
280,1938.2512430354327,48633.25106131687
281,1938.2716746525257,49024.70721049046
282,1938.2921063695103,49078.78122768656
283,1938.3125378864934,49178.65869158454
284,1938.3329696033543,49170.961676040046
285,1938.3534012199889,49147.41159696168
286,1938.3738327367391,49159.818778412475
287,1938.3942644532508,49171.371142571435
288,1938.414696069769,49228.67481711411
289,1938.4351275860536,49283.03393235337
290,1938.4555593023324,49259.40898312956
291,1938.4759909186178,49283.47355078459
292,1938.4964225346703,49248.287490567265
293,1938.5168541507155,49219.38774976188
294,1938.5372857666516,49193.77105300551
295,1938.5577173824713,49201.630698869834
296,1938.5781489981673,49200.03072198356
297,1938.5985806138706,49134.45806895908
298,1938.6190123293345,49051.551626419394
299,1938.639443944805,48980.63448254777
300,1938.6598754602746,48835.57040313518
301,1938.680307175513,48760.628722886504
302,1938.7007387907433,48682.40982200925
303,1938.7211703058638,48625.072949343245
304,1938.741602020862,48511.35928168385
305,1938.7620336358668,48426.64714741365
306,1938.7824651507544,48316.29942542338
307,1938.8028968654107,48249.14425090632
308,1938.8233284801754,48242.047471623475
309,1938.8437599947138,48173.270969358724
310,1938.8641917092464,47739.50386033757
311,1938.884623323669,44886.33764623928
312,1938.9050549379754,39817.66499530582
313,1938.9254865522817,33306.5040221772
314,1938.9459181663478,25785.62318209206
315,1938.9663497804213,18200.89048555743
316,1938.9867813944875,13496.001959959085
317,1939.007213008328,17743.773310378765
318,1939.0276446221687,25277.068699672425
319,1939.048076235893,32785.36809089244
320,1939.06850784961,39477.47449073234
321,1939.0889394631013,44666.47672755771
322,1939.1093710765854,47658.37827700731
323,1939.1298027900775,48164.045880583086
324,1939.1502343033353,48197.968415479656
325,1939.1706659165939,48236.72040774884
326,1939.1910976297295,48321.93903513415
327,1939.2115292427552,48413.63439325696
328,1939.231960755773,48533.00280528767
329,1939.252392468683,48607.7590457801
330,1939.2728240814758,48612.16796876823
331,1939.293255594268,48693.68855548419
332,1939.313687306938,48766.61432068996
333,1939.334118919498,48860.38070942603
334,1939.35455043205,48962.38426368779
335,1939.374982144378,49006.39182129642
336,1939.3954137568217,49080.06711293357
337,1939.415845469026,49110.528175438
338,1939.436276981236,49090.213850387976
339,1939.4567085933304,49089.50924219346
340,1939.4771403053019,49150.781940871406
341,1939.497571817279,49153.914447213654
342,1939.518003429257,49130.16202915064
343,1939.5384351409957,49073.3121893287
344,1939.55886665274,49046.55275598109
345,1939.5792982643688,49001.29495202987
346,1939.5997299758747,49010.8066011395
347,1939.6201614873862,48994.38452949138
348,1939.6405930987821,48995.793052654335
349,1939.661024810055,48987.016587321006
350,1939.6814563213338,48957.77290018237
351,1939.7018880324977,48904.65406680397
352,1939.722319643537,48589.85610796329
353,1939.742751154583,48071.40866540643
354,1939.763182865514,47435.167638024344
355,1939.7836144763205,46742.24984800983
356,1939.8040459871336,46006.48369264484
357,1939.8244776978318,45555.697948262976
358,1939.8449093084055,45835.60464067655
359,1939.8653408189857,46598.074844256655
360,1939.885772529451,47298.823875874805
361,1939.9062041399084,48033.90030875226
362,1939.9266356502558,48617.264124471694
363,1939.9470673604883,48909.143311313295
364,1939.9674989707128,48977.211377040636
365,1939.9879306808289,48975.97741192354
366,1940.008362190827,48997.98257144596
367,1940.0287938008187,49047.89667974878
368,1940.049225510702,49058.956834421566
369,1940.0696570204673,49054.72007215075
370,1940.090088630226,49049.48148222127
371,1940.1105203398765,49035.16422323884
372,1940.1309519495262,49155.19594338187
373,1940.1513834590514,49169.18169465188
374,1940.171815168469,49176.356418005795
375,1940.1922467778786,49173.60576923297
376,1940.212678387179,49155.47707899426
377,1940.2331099964795,49091.22080220758
378,1940.2535416056635,49080.70211062365
379,1940.2739732147238,49021.89176476898
380,1940.2944048237914,48982.71683742733
381,1940.3148364327353,48926.95929220105
382,1940.3352680416865,48806.797278435166
383,1940.3556996505213,48731.694740695806
384,1940.3761311592389,48677.87935842461
385,1940.3965628679507,48622.181754695186
386,1940.4169944765526,48524.45043907655
387,1940.4374259851465,48487.50919295715
388,1940.4578576936328,48353.67190195643
389,1940.478289302002,48271.806931575295
390,1940.4987210103645,48209.78921152629
391,1940.5191525186165,48155.61051705528
392,1940.5395841268692,47885.442394930025
393,1940.560015834999,45381.787467922026
394,1940.580447343018,40496.27465742355
395,1940.6008789510379,34083.76554960708
396,1940.6213106590512,26706.292482565244
397,1940.6417422669547,19034.149135767533
398,1940.662173774741,13631.186670389412
399,1940.6826054825215,17010.489693098352
400,1940.703037090192,24439.09994707034
401,1940.7234685977455,32041.09606560628
402,1940.7439003052932,38783.847825849174
403,1940.7643319128474,44145.51998587666
404,1940.7847635202852,47464.69012294417
405,1940.8051951275993,48194.2171080667
406,1940.8256267349207,48264.69623367791
407,1940.8460584421264,48317.32954869255
408,1940.8664899493233,48323.35833038058
409,1940.8869215564118,48426.57448905325
410,1940.9073532634939,48433.710738631955
411,1940.9277847704652,48570.869079706164
412,1940.9482163774373,48668.84949570907
413,1940.9686480842938,48735.8740761941
414,1940.989079591025,48834.699911462536
415,1941.0095112977651,48875.373566648675
416,1941.0299428045037,48926.90367056717
417,1941.0503744111193,48987.69468710868
418,1941.0708061176265,49103.547926700856
419,1941.0912376241322,49108.343345378875
420,1941.1116692306314,49201.859026298494
421,1941.1321009369058,49206.94834779359
422,1941.152532443295,49187.71921049634
423,1941.1729640495614,49157.16117844836
424,1941.1933957557194,49151.48200849951
425,1941.2138273618766,49145.62404112353
426,1941.2342588679094,49140.51094788092
427,1941.254690573951,49072.14001119764
428,1941.275122179868,49042.364567214696
429,1941.2955537857924,48986.90142727452
430,1941.3159853916004,48987.96005110468
431,1941.3364169974084,49006.57455583282
432,1941.3568487030934,49000.87698527248
433,1941.3772802087842,48986.34384912095
434,1941.3977118144685,48685.91802258141
435,1941.418143519928,48160.36436017933
436,1941.4385750255024,47492.35998306803
437,1941.459006630961,46767.0636743149
438,1941.4794383362969,46107.18271744833
439,1941.4998698416384,45641.51680311879
440,1941.5203015468578,45820.22372722385
441,1941.5407331520837,46427.67450585097
442,1941.5611646573088,47191.49486663841
443,1941.5815963624118,47894.13938910503
444,1941.6020279674049,48487.84942669758
445,1941.6224594725136,48928.847320863
446,1941.6428911773837,49032.53483229012
447,1941.6633227822604,49002.48186803153
448,1941.683754387137,49027.284556761646
449,1941.70418599189,49016.42471751944
450,1941.7246175966502,49051.03077513621
451,1941.7450491012933,49081.016512234084
452,1941.7654808059306,49151.632299231394
453,1941.7859124105744,49155.25677676959
454,1941.8063440149854,49142.73478137367
455,1941.8267756195055,49102.01067320206
456,1941.8472072239165,49228.18521164702
457,1941.8676389283282,49236.053974066366
458,1941.8880704326148,49214.0411054094
459,1941.9085020369093,49159.65644231223
460,1941.9289337410883,49100.37943163198
461,1941.9493652452584,49011.46213775428
462,1941.9697968493201,48994.50930785321
463,1941.9902285533826,48924.34071828127
464,1942.0106600574363,48851.58503313056
465,1942.0310917613824,48782.66334633491
466,1942.0515233653277,48685.57505992822
467,1942.0719548691486,48508.123498955654
468,1942.0923865729783,48470.6807425532
469,1942.1128181766908,48422.09303144913
470,1942.1332496803952,48354.00953222526
471,1942.1536813841085,48307.70256397061
472,1942.1741129877046,48207.995096711835
473,1942.1945445912934,48131.62753594486
474,1942.214976194773,47911.56969375015
475,1942.2354077982527,45741.424062139784
476,1942.2558395017259,41162.28286937556
477,1942.2762710050883,34936.253818394565
478,1942.2967026084516,27604.163075928085
479,1942.317134311692,19843.40953856829
480,1942.3375659149388,17987.81732876433
481,1942.3579974181848,16141.367210850185
482,1942.3784291213087,23547.632996188102
483,1942.3988606244384,31135.90594651938
484,1942.4192922274524,38078.05915171907
485,1942.4397239304599,43649.31463097203
486,1942.4601554334731,47238.79291418537
487,1942.4805870363707,48143.48364075308
488,1942.5010187392618,48228.80265086525
489,1942.5214502420422,48313.74658043703
490,1942.5418819448241,48384.69251392862
491,1942.562313547598,48409.38335002609
492,1942.5827450503784,48476.90789120598
493,1942.6031767529203,48527.07093673198
494,1942.623608355585,48622.83629419632
495,1942.6440398581326,48745.64924665523
496,1942.6644715606817,48842.00743704857
497,1942.6849031632228,48960.4063369955
498,1942.7053347656547,48978.08652217407
499,1942.7257663680793,48952.005679240174
500,1942.7461979703949,49027.276487061325
501,1942.7666296727111,49065.80942813423
502,1942.7870611750186,49127.95793083299
503,1942.8074927773341,49152.51686263524
504,1942.827924479534,49147.33161162214
505,1942.8483560816094,49147.90021236862
506,1942.8687875838077,49121.051095218616
507,1942.8892192858912,49110.82031542611
508,1942.9096508878501,49100.22040389023
509,1942.930082389932,49074.014039450136
510,1942.950514091899,49082.39864185509
511,1942.9709456937417,49043.28086116833
512,1942.9913773957087,48996.7794944685
513,1943.0118088975578,48973.17626093766
514,1943.032240499284,48964.19024841487
515,1943.0526721011338,48906.65848427339
516,1943.0731037028672,48740.392553476515
517,1943.0935353045934,48247.71853326926
518,1943.1139669062104,47588.10911289503
519,1943.1343985078274,46823.84151646879
520,1943.1548300094364,46170.72699478116
521,1943.1752617109378,45682.30021170316
522,1943.1956933124384,45803.124000601776
523,1943.2161249139317,46395.012887282064
524,1943.2365565154323,47144.92711308538
525,1943.2569881168165,47856.0836042864
526,1943.2774198181942,48440.19183178786
527,1943.2978513195776,48802.75515813552
528,1943.3182829208454,49053.080803299075
529,1943.3387146221066,49070.43896279977
530,1943.3591462233744,49085.26573872735
531,1943.379577724525,49093.68321850262
532,1943.4000094256699,49061.44969518093
533,1943.4204410268212,49117.15320160168
534,1943.4408725279718,49151.41468721932
535,1943.4613042290002,49192.69416586625
536,1943.4817358300352,49216.02131498423
537,1943.5021675309472,49176.93987553671
538,1943.5225990319814,49200.51834225301
539,1943.5430306329,49165.39843360847
540,1943.563462333812,49149.8522410561
541,1943.5838938347297,49178.70667338882
542,1943.6043254355318,49134.58792291992
543,1943.6247571363274,49102.4862659045
544,1943.6451886371287,49004.371913748524
545,1943.6656202378144,48918.48718431314
546,1943.68605193861,48868.91572797205
547,1943.706483439295,48832.66945253253
548,1943.726915139865,48796.14780166473
549,1943.7473467405434,48692.58344365284
550,1943.767778241112,48567.76161834606
551,1943.788209941682,48348.883125999535
552,1943.8086414422432,48316.56829426608
553,1943.829073042696,48267.11081022158
554,1943.849504743208,48224.04614486094
555,1943.86993624366,48201.86343009013
556,1943.8903678441056,48063.56924041397
557,1943.910799544501,46147.54183127287
558,1943.9312311448302,41772.08925886828
559,1943.951662645166,35726.006685763175
560,1943.9720943455031,28474.599393870074
561,1943.992525945774,20807.663095045547
562,1944.0129575460523,14320.991695810848
563,1944.0333891462724,15445.51412976249
564,1944.0538207464851,22623.614481426674
565,1944.0742524466477,30280.858826347267
566,1944.0946839468088,37342.396264992436
567,1944.1151155469051,43119.24647814725
568,1944.1355472470095,46923.50546129364
569,1944.1559787471124,48159.75752459344
570,1944.1764103471505,48182.43439222401
571,1944.1968420471967,48245.88881308523
572,1944.2172735471831,48274.25677128702
573,1944.2377052471638,48389.70652880971
574,1944.258136847151,48504.155553385746
575,1944.2785683470793,48559.04792413395
576,1944.2990000469435,48648.66543775809
577,1944.3194316468725,48703.99559374158
578,1944.3398632466851,48813.56749358805
579,1944.3602948465486,48934.221748238444
580,1944.3807264463612,49023.451085208966
581,1944.4011580461738,49092.11703032172
582,1944.421589645921,49095.15008812207
583,1944.4420212456753,49135.10864728529
584,1944.4624528453714,49157.97652815863
585,1944.4828844451185,49153.17248741088
586,1944.5033160448147,49252.42143740983
587,1944.5237476444527,49235.318433550805
588,1944.5441792440834,49210.96941281644
589,1944.5646108437213,49197.28870004719
590,1944.5850425433018,49186.23783288394
591,1944.6054740429317,49146.388912082875
592,1944.6259056424533,49136.355903574826
593,1944.6463373419683,49115.35839982216
594,1944.6667688415473,49058.05915734594
595,1944.6872005410114,49059.142155693335
596,1944.707632140533,49026.85868156858
597,1944.7280636399882,48993.74334918377
598,1944.7484953394523,48786.23686321799
599,1944.7689269388502,48316.04246398564
600,1944.7893584383128,47737.50521998432
601,1944.8097901376605,47056.52826334564
602,1944.8302217370656,46326.936132491755
603,1944.8506532364045,45740.9022242223
604,1944.8710849357522,45773.45518393026
605,1944.8915165350918,46376.573469697396
606,1944.9119481343805,47126.80684024038
607,1944.9323797337274,47846.341501984934
608,1944.952811332958,48414.911487831974
609,1944.9732430322401,48849.09280675725
610,1944.9936746314706,49031.56299982312
611,1945.014106130693,49066.579798290084
612,1945.0345378299244,49109.505903445635
613,1945.0549694290967,49107.913899219435
614,1945.0754009283264,49146.98209382534
615,1945.0958326274922,49142.69485779417
616,1945.1162642266645,49154.928325545945
617,1945.1366957258288,49155.57368235479
618,1945.1571274249436,49233.92743196548
619,1945.177558924057,49236.73895301294
620,1945.1979906231645,49230.60931551963
621,1945.2184222222204,49201.26905216853
622,1945.2388537213337,49174.21809667011
623,1945.259285420383,49112.98644494978
624,1945.279717019439,49115.699953492236
625,1945.300148518494,49137.98927487963
626,1945.3205802175435,49063.71388502347
627,1945.3410118165411,48984.66436975793
628,1945.361443315538,48874.50741969947
629,1945.3818750145292,48766.67136095039
630,1945.402306613527,48688.30008324301
631,1945.4227383125253,48637.311822526965
632,1945.4431698114568,48566.424428966704
633,1945.4636014104544,48470.609193907105
634,1945.4840331093947,48374.62088191965
635,1945.504464608326,48271.96009885929
636,1945.5248962072656,48213.81117552429
637,1945.5453279061476,48188.69649475076
638,1945.5657595050798,48156.49425235197
639,1945.5861910039603,46556.6691043778
640,1945.606622702835,42400.34404007267
641,1945.6270543017163,36402.12251952726
642,1945.6474859005975,29255.95260520146
643,1945.6679174994788,21555.150564131676
644,1945.6883490983528,14755.862289983295
645,1945.7087807971766,14912.488960339575
646,1945.7292122960498,21802.812492801226
647,1945.7496438948729,29492.278006843073
648,1945.7700755936967,36619.724932509635
649,1945.790507092519,42518.297478399065
650,1945.8109386913347,46687.33282939211
651,1945.8313702901578,48213.71752619518
652,1945.8518018889736,48281.54556540886
653,1945.8722335877392,48297.725686639846
654,1945.8926650865615,48344.16989947493
655,1945.9130966853845,48429.75719626059
656,1945.9335283841428,48506.82357526889
657,1945.953959882907,48596.396593109326
658,1945.9743914817227,48693.01459794088
659,1945.9948231804883,48751.91714617428
660,1946.0152546792524,48853.944938442364
661,1946.0356862780172,48947.51355235204
662,1946.0561179767756,48945.328079983694
663,1946.0765495755404,49031.50203882212
664,1946.096981174298,49137.92255251789
665,1946.1174127730628,49202.16158924704
666,1946.1378443718277,49214.22648264974
667,1946.158275970527,49155.90379156614
668,1946.1787075692919,49172.571056404384
669,1946.1991391680567,49180.83526467832
670,1946.2195708667568,49167.57485456101
671,1946.240002365521,49164.96747165547
672,1946.2604339642858,49154.47800100498
673,1946.280865662986,49095.63818568031
674,1946.30129716175,49045.67210376983
675,1946.3217288605156,49032.073307527724
676,1946.342160459215,49015.49948108329
677,1946.362591957979,49036.57739213821
678,1946.3830236567446,49062.85887343553
679,1946.403455255444,49000.39884603716
680,1946.423886754208,48834.4835433767
681,1946.4443184529737,48399.639146805035
682,1946.464750051673,47771.55857104715
683,1946.4851815504371,47098.560284404026
684,1946.5056132486206,46443.00062753513
685,1946.5260447473775,45767.0186823322
686,1946.546476446143,45726.83461196471
687,1946.5669080448497,46231.54585956471
688,1946.5873396436073,46969.68011117846
689,1946.607771242372,47743.87243172094
690,1946.628202841137,48360.90715960841
691,1946.6486344398945,48821.13710038351
692,1946.6690660387176,49043.912946191354
693,1946.6894976374824,49058.81996058082
694,1946.70992923624,49076.802656822736
695,1946.7303608350048,49061.96665884667
696,1946.7507924338279,49154.88583419905
697,1946.7712241325862,49165.42680168629
698,1946.7916557314093,49196.93561370417
699,1946.8120872302316,49214.06438252781
700,1946.8325189289899,49175.43261226661
701,1946.852950527813,49166.62306816202
702,1946.8733820266352,49247.70712487458
703,1946.8938137254518,49262.18133544827
704,1946.9142453242748,49294.009702881136
705,1946.9346768231553,49229.49494330581
706,1946.9551085219719,49104.5709239155
707,1946.975540120853,49098.640601326995
708,1946.9959718196696,49074.62861461911
709,1947.0164033185501,49025.58235458647
710,1947.0368349174314,48950.19120081489
711,1947.0572666163062,48831.07217365572
712,1947.0776981152449,48706.00368682822
713,1947.0981297141261,48617.662342876865
714,1947.1185613130656,48513.180543128896
715,1947.1389929119396,48495.975592204326
716,1947.159424510879,48442.52072779356
717,1947.179856209812,48344.57908092537
718,1947.2002877087507,48253.00210140164
719,1947.2207194077491,48171.86806989317
720,1947.2411510066813,48115.20174959424
721,1947.2615825056782,46878.19459759936
722,1947.2820142046767,42961.108113766284
723,1947.302445803667,37199.97239922659
724,1947.3228773027222,30155.044198536856
725,1947.3433090017206,22448.895233126557
726,1947.363740600711,15345.401816306472
727,1947.3841720997661,14350.59011411569
728,1947.4046037988228,20944.270171737404
729,1947.4250353979296,28675.02202353376
730,1947.4454670969862,35915.233585454116
731,1947.4658985960996,41943.48934594075
732,1947.4863301952064,46240.37613202067
733,1947.5067618943212,48098.71489412086
734,1947.5271933934928,48252.05999372325
735,1947.5476249925996,48301.506953593576
736,1947.5680566917727,48354.49300603058
737,1947.5884881909442,48386.42440294316
738,1947.6089197901674,48423.22983193915
739,1947.6293514893405,48499.509624462575
740,1947.6497829885702,48651.96824342631
741,1947.6702146877942,48754.605517595206
742,1947.690646287083,48842.491329450495
743,1947.7110778863134,48783.558463313486
